"dataset_name","technique","noise_level","threshold","critical_percentage","kappa_at_critical"
"qsar-biodeg","lvq",10,0.1,100,0.03
"tic-tac-toe","lvq",10,0.1,100,0.07
"vowel","lvq",10,0.1,100,0.01
"waveform-5000","lvq",10,0.1,100,0.02
"wdbc","lvq",10,0.1,100,0.09
"wilt","lvq",10,0.1,100,0
"analcatdata_authorship","mlpML",10,0.1,100,0
"badges2","mlpML",10,0.1,100,0.07
"banknote","mlpML",10,0.1,100,0
"blood-transfusion-service-center","mlpML",10,0.1,100,0
"breast-w","mlpML",10,0.1,100,0.01
"cardiotocography","mlpML",10,0.1,100,0
"climate-model-simulation-crashes","mlpML",10,0.1,100,0.07
"cmc","mlpML",10,0.1,100,0
"credit-g","mlpML",10,0.1,100,0
"diabetes","mlpML",10,0.1,100,0
"eucalyptus","mlpML",10,0.1,100,0
"iris","mlpML",10,0.1,100,0
"kc1","mlpML",10,0.1,100,0
"liver-disorders","mlpML",10,0.1,100,0
"mfeat-factors","mlpML",10,0.1,100,0
"mfeat-karhunen","mlpML",10,0.1,100,0.01
"mfeat-zernike","mlpML",10,0.1,100,0
"ozone-level-8hr","mlpML",10,0.1,100,0
"pc4","mlpML",10,0.1,100,0
"phoneme","mlpML",10,0.1,100,0.05
"qsar-biodeg","mlpML",10,0.1,100,0
"tic-tac-toe","mlpML",10,0.1,100,0.1
"vowel","mlpML",10,0.1,100,0.04
"waveform-5000","mlpML",10,0.1,100,0.01
"wdbc","mlpML",10,0.1,100,0
"wilt","mlpML",10,0.1,100,0
"analcatdata_authorship","multinom",10,0.1,100,0
"badges2","multinom",10,0.1,100,0.07
"banknote","multinom",10,0.1,100,0.02
"blood-transfusion-service-center","multinom",10,0.1,100,0.09
"breast-w","multinom",10,0.1,100,0.01
"cardiotocography","multinom",10,0.1,100,0
"climate-model-simulation-crashes","multinom",10,0.1,100,0.04
"cmc","multinom",10,0.1,100,0.06
"credit-g","multinom",10,0.1,100,0.04
"diabetes","multinom",10,0.1,100,0.03
"eucalyptus","multinom",10,0.1,100,0.05
"iris","multinom",10,0.1,100,0.04
"kc1","multinom",10,0.1,0,0
"liver-disorders","multinom",10,0.1,100,0.1
"mfeat-factors","multinom",10,0.1,100,0.02
"mfeat-karhunen","multinom",10,0.1,100,0.01
"mfeat-zernike","multinom",10,0.1,10,0.08
"ozone-level-8hr","multinom",10,0.1,60,0.1
"pc4","multinom",10,0.1,0,0
"phoneme","multinom",10,0.1,100,0.03
"qsar-biodeg","multinom",10,0.1,100,0.05
"tic-tac-toe","multinom",10,0.1,100,0.1
"vowel","multinom",10,0.1,100,0.1
"waveform-5000","multinom",10,0.1,100,0.02
"wdbc","multinom",10,0.1,100,0.02
"wilt","multinom",10,0.1,20,0.1
"analcatdata_authorship","naive_bayes",10,0.1,100,0
"badges2","naive_bayes",10,0.1,100,0.06
"banknote","naive_bayes",10,0.1,100,0.05
"blood-transfusion-service-center","naive_bayes",10,0.1,100,0.02
"breast-w","naive_bayes",10,0.1,100,0.01
"cardiotocography","naive_bayes",10,0.1,20,0.1
"climate-model-simulation-crashes","naive_bayes",10,0.1,100,0.03
"cmc","naive_bayes",10,0.1,100,0.09
"credit-g","naive_bayes",10,0.1,100,0
"diabetes","naive_bayes",10,0.1,100,0.03
"eucalyptus","naive_bayes",10,0.1,100,0
"iris","naive_bayes",10,0.1,100,0.06
"kc1","naive_bayes",10,0.1,100,0
"liver-disorders","naive_bayes",10,0.1,100,0.08
"mfeat-factors","naive_bayes",10,0.1,100,0
"mfeat-karhunen","naive_bayes",10,0.1,100,0
"mfeat-zernike","naive_bayes",10,0.1,100,0
"ozone-level-8hr","naive_bayes",10,0.1,100,0.02
"pc4","naive_bayes",10,0.1,100,0
"phoneme","naive_bayes",10,0.1,100,0.03
"qsar-biodeg","naive_bayes",10,0.1,100,0.1
"tic-tac-toe","naive_bayes",10,0.1,100,0.07
"vowel","naive_bayes",10,0.1,100,0.01
"waveform-5000","naive_bayes",10,0.1,100,0.02
"wdbc","naive_bayes",10,0.1,100,0
"wilt","naive_bayes",10,0.1,60,0.1
"analcatdata_authorship","PART",10,0.1,100,0
"badges2","PART",10,0.1,100,0.07
"banknote","PART",10,0.1,100,0.02
"blood-transfusion-service-center","PART",10,0.1,100,0.07
"breast-w","PART",10,0.1,100,0.02
"cardiotocography","PART",10,0.1,30,0.09
"climate-model-simulation-crashes","PART",10,0.1,100,0.01
"cmc","PART",10,0.1,90,0.09
"credit-g","PART",10,0.1,100,0.06
"diabetes","PART",10,0.1,100,0.03
"eucalyptus","PART",10,0.1,100,0.03
"iris","PART",10,0.1,100,0.02
"kc1","PART",10,0.1,100,0.02
"liver-disorders","PART",10,0.1,100,0.08
"mfeat-factors","PART",10,0.1,100,0
"mfeat-karhunen","PART",10,0.1,100,0.02
"mfeat-zernike","PART",10,0.1,100,0.01
"ozone-level-8hr","PART",10,0.1,100,0.02
"pc4","PART",10,0.1,20,0.09
"phoneme","PART",10,0.1,100,0.05
"qsar-biodeg","PART",10,0.1,80,0.09
"tic-tac-toe","PART",10,0.1,100,0.07
"vowel","PART",10,0.1,100,0.03
"waveform-5000","PART",10,0.1,100,0.01
"wdbc","PART",10,0.1,100,0
"wilt","PART",10,0.1,40,0.1
"analcatdata_authorship","rbfDDA",10,0.1,100,0.01
"badges2","rbfDDA",10,0.1,100,0.02
"banknote","rbfDDA",10,0.1,100,0.01
"blood-transfusion-service-center","rbfDDA",10,0.1,10,0.07
"breast-w","rbfDDA",10,0.1,100,0
"cardiotocography","rbfDDA",10,0.1,20,0.09
"climate-model-simulation-crashes","rbfDDA",10,0.1,100,0
"cmc","rbfDDA",10,0.1,60,0.09
"credit-g","rbfDDA",10,0.1,10,0.09
"diabetes","rbfDDA",10,0.1,100,0.07
"eucalyptus","rbfDDA",10,0.1,20,0.09
"iris","rbfDDA",10,0.1,100,0.04
"kc1","rbfDDA",10,0.1,0,0
"liver-disorders","rbfDDA",10,0.1,60,0.09
"mfeat-factors","rbfDDA",10,0.1,100,0
"mfeat-karhunen","rbfDDA",10,0.1,100,0
"mfeat-zernike","rbfDDA",10,0.1,100,0.01
"ozone-level-8hr","rbfDDA",10,0.1,10,0
"pc4","rbfDDA",10,0.1,0,0
"phoneme","rbfDDA",10,0.1,100,0.04
"qsar-biodeg","rbfDDA",10,0.1,100,0.07
"tic-tac-toe","rbfDDA",10,0.1,100,0.07
"vowel","rbfDDA",10,0.1,100,0
"waveform-5000","rbfDDA",10,0.1,100,0.04
"wdbc","rbfDDA",10,0.1,90,0.1
"wilt","rbfDDA",10,0.1,100,0
"analcatdata_authorship","rda",10,0.1,100,0
"badges2","rda",10,0.1,100,0.05
"banknote","rda",10,0.1,100,0
"blood-transfusion-service-center","rda",10,0.1,100,0.04
"breast-w","rda",10,0.1,100,0
"cardiotocography","rda",10,0.1,60,0.1
"climate-model-simulation-crashes","rda",10,0.1,100,0.08
"cmc","rda",10,0.1,100,0.05
"credit-g","rda",10,0.1,100,0
"diabetes","rda",10,0.1,100,0.04
"eucalyptus","rda",10,0.1,100,0
"iris","rda",10,0.1,100,0.01
"kc1","rda",10,0.1,0,0
"liver-disorders","rda",10,0.1,80,0.08
"mfeat-factors","rda",10,0.1,100,0
"mfeat-karhunen","rda",10,0.1,100,0
"mfeat-zernike","rda",10,0.1,30,0.08
"ozone-level-8hr","rda",10,0.1,80,0.07
"pc4","rda",10,0.1,100,0
"phoneme","rda",10,0.1,100,0.05
"qsar-biodeg","rda",10,0.1,100,0.05
"tic-tac-toe","rda",10,0.1,100,0.1
"vowel","rda",10,0.1,100,0.02
"waveform-5000","rda",10,0.1,100,0.02
"wdbc","rda",10,0.1,20,0.1
"wilt","rda",10,0.1,50,0.09
"analcatdata_authorship","rf",10,0.1,100,0
"badges2","rf",10,0.1,100,0.07
"banknote","rf",10,0.1,100,0.01
"blood-transfusion-service-center","rf",10,0.1,90,0.09
"breast-w","rf",10,0.1,100,0
"cardiotocography","rf",10,0.1,100,0
"climate-model-simulation-crashes","rf",10,0.1,100,0.09
"cmc","rf",10,0.1,100,0.02
"credit-g","rf",10,0.1,100,0.05
"diabetes","rf",10,0.1,100,0.04
"eucalyptus","rf",10,0.1,100,0.05
"iris","rf",10,0.1,100,0.03
"kc1","rf",10,0.1,100,0.01
"liver-disorders","rf",10,0.1,100,0.08
"mfeat-factors","rf",10,0.1,100,0
"mfeat-karhunen","rf",10,0.1,100,0
"mfeat-zernike","rf",10,0.1,100,0.01
"ozone-level-8hr","rf",10,0.1,100,0.03
"pc4","rf",10,0.1,100,0.08
"phoneme","rf",10,0.1,100,0.09
"qsar-biodeg","rf",10,0.1,100,0.04
"tic-tac-toe","rf",10,0.1,100,0.07
"vowel","rf",10,0.1,100,0.03
"waveform-5000","rf",10,0.1,100,0.02
"wdbc","rf",10,0.1,100,0
"wilt","rf",10,0.1,40,0.1
"analcatdata_authorship","rpart",10,0.1,100,0.01
"badges2","rpart",10,0.1,100,0.07
"banknote","rpart",10,0.1,100,0.05
"blood-transfusion-service-center","rpart",10,0.1,100,0.04
"breast-w","rpart",10,0.1,100,0.02
"cardiotocography","rpart",10,0.1,100,0
"climate-model-simulation-crashes","rpart",10,0.1,100,0
"cmc","rpart",10,0.1,100,0.03
"credit-g","rpart",10,0.1,100,0.03
"diabetes","rpart",10,0.1,100,0.05
"eucalyptus","rpart",10,0.1,100,0.08
"iris","rpart",10,0.1,100,0.03
"kc1","rpart",10,0.1,100,0.01
"liver-disorders","rpart",10,0.1,70,0.08
"mfeat-factors","rpart",10,0.1,100,0.01
"mfeat-karhunen","rpart",10,0.1,100,0.01
"mfeat-zernike","rpart",10,0.1,100,0.02
"ozone-level-8hr","rpart",10,0.1,100,0
"pc4","rpart",10,0.1,100,0.02
"phoneme","rpart",10,0.1,100,0.08
"qsar-biodeg","rpart",10,0.1,70,0.1
"tic-tac-toe","rpart",10,0.1,100,0.07
"vowel","rpart",10,0.1,100,0.07
"waveform-5000","rpart",10,0.1,100,0.04
"wdbc","rpart",10,0.1,100,0.01
"wilt","rpart",10,0.1,30,0.1
"analcatdata_authorship","simpls",10,0.1,100,0.01
"badges2","simpls",10,0.1,100,0.07
"banknote","simpls",10,0.1,100,0.01
"blood-transfusion-service-center","simpls",10,0.1,100,0.05
"breast-w","simpls",10,0.1,100,0.01
"cardiotocography","simpls",10,0.1,90,0.1
"climate-model-simulation-crashes","simpls",10,0.1,100,0
"cmc","simpls",10,0.1,100,0.05
"credit-g","simpls",10,0.1,100,0.01
"diabetes","simpls",10,0.1,100,0.04
"eucalyptus","simpls",10,0.1,100,0
"iris","simpls",10,0.1,100,0
"kc1","simpls",10,0.1,100,0
"liver-disorders","simpls",10,0.1,100,0.1
"mfeat-factors","simpls",10,0.1,100,0
"mfeat-karhunen","simpls",10,0.1,100,0.03
"mfeat-zernike","simpls",10,0.1,100,0.01
"ozone-level-8hr","simpls",10,0.1,100,0
"pc4","simpls",10,0.1,100,0
"phoneme","simpls",10,0.1,100,0.03
"qsar-biodeg","simpls",10,0.1,100,0.04
"tic-tac-toe","simpls",10,0.1,100,0.09
"vowel","simpls",10,0.1,100,0.05
"waveform-5000","simpls",10,0.1,100,0.02
"wdbc","simpls",10,0.1,100,0.02
"wilt","simpls",10,0.1,100,0
"analcatdata_authorship","svmLinear",10,0.1,100,0
"badges2","svmLinear",10,0.1,100,0.07
"banknote","svmLinear",10,0.1,100,0
"blood-transfusion-service-center","svmLinear",10,0.1,100,0
"breast-w","svmLinear",10,0.1,100,0
"cardiotocography","svmLinear",10,0.1,100,0
"climate-model-simulation-crashes","svmLinear",10,0.1,100,0.03
"cmc","svmLinear",10,0.1,100,0.05
"credit-g","svmLinear",10,0.1,100,0.05
"diabetes","svmLinear",10,0.1,100,0.04
"eucalyptus","svmLinear",10,0.1,100,0.02
"iris","svmLinear",10,0.1,100,0.03
"kc1","svmLinear",10,0.1,100,0.02
"liver-disorders","svmLinear",10,0.1,70,0.09
"mfeat-factors","svmLinear",10,0.1,100,0
"mfeat-karhunen","svmLinear",10,0.1,100,0
"mfeat-zernike","svmLinear",10,0.1,100,0.01
"ozone-level-8hr","svmLinear",10,0.1,100,0.08
"pc4","svmLinear",10,0.1,100,0.06
"phoneme","svmLinear",10,0.1,100,0.03
"qsar-biodeg","svmLinear",10,0.1,100,0.03
"tic-tac-toe","svmLinear",10,0.1,100,0.1
"vowel","svmLinear",10,0.1,100,0.07
"waveform-5000","svmLinear",10,0.1,100,0.02
"wdbc","svmLinear",10,0.1,100,0.01
"wilt","svmLinear",10,0.1,20,0.09
"analcatdata_authorship","svmRadial",10,0.1,100,0
"badges2","svmRadial",10,0.1,100,0.07
"banknote","svmRadial",10,0.1,100,0
"blood-transfusion-service-center","svmRadial",10,0.1,100,0.02
"breast-w","svmRadial",10,0.1,100,0
"cardiotocography","svmRadial",10,0.1,100,0
"climate-model-simulation-crashes","svmRadial",10,0.1,100,0
"cmc","svmRadial",10,0.1,100,0.06
"credit-g","svmRadial",10,0.1,10,0.08
"diabetes","svmRadial",10,0.1,100,0.02
"eucalyptus","svmRadial",10,0.1,100,0.02
"iris","svmRadial",10,0.1,100,0.02
"kc1","svmRadial",10,0.1,100,0
"liver-disorders","svmRadial",10,0.1,100,0.08
"mfeat-factors","svmRadial",10,0.1,100,0
"mfeat-karhunen","svmRadial",10,0.1,100,0
"mfeat-zernike","svmRadial",10,0.1,100,0
"ozone-level-8hr","svmRadial",10,0.1,100,0
"pc4","svmRadial",10,0.1,100,0.05
"phoneme","svmRadial",10,0.1,100,0.04
"qsar-biodeg","svmRadial",10,0.1,100,0
"tic-tac-toe","svmRadial",10,0.1,100,0.09
"vowel","svmRadial",10,0.1,100,0.03
"waveform-5000","svmRadial",10,0.1,100,0.01
"wdbc","svmRadial",10,0.1,100,0
"wilt","svmRadial",10,0.1,70,0.1
"analcatdata_authorship","rfRules",10,0.1,100,0.01
"badges2","rfRules",10,0.1,100,0.07
"banknote","rfRules",10,0.1,100,0.01
"blood-transfusion-service-center","rfRules",10,0.1,100,0.07
"breast-w","rfRules",10,0.1,100,0
"cardiotocography","rfRules",10,0.1,100,0
"climate-model-simulation-crashes","rfRules",10,0.1,100,0.05
"cmc","rfRules",10,0.1,100,0.02
"credit-g","rfRules",10,0.1,100,0.02
"diabetes","rfRules",10,0.1,100,0.06
"eucalyptus","rfRules",10,0.1,100,0.04
"iris","rfRules",10,0.1,100,0.01
"kc1","rfRules",10,0.1,100,0.02
"liver-disorders","rfRules",10,0.1,100,0.1
"mfeat-factors","rfRules",10,0.1,100,0
"mfeat-karhunen","rfRules",10,0.1,100,0.03
"mfeat-zernike","rfRules",10,0.1,100,0.01
"ozone-level-8hr","rfRules",10,0.1,100,0
"pc4","rfRules",10,0.1,100,0.05
"phoneme","rfRules",10,0.1,100,0.04
"qsar-biodeg","rfRules",10,0.1,100,0.02
"tic-tac-toe","rfRules",10,0.1,100,0.07
"vowel","rfRules",10,0.1,100,0.04
"waveform-5000","rfRules",10,0.1,100,0.03
"wdbc","rfRules",10,0.1,100,0
"wilt","rfRules",10,0.1,90,0.1
"analcatdata_authorship","knn",10,0.1,100,0
"badges2","knn",10,0.1,100,0.06
"banknote","knn",10,0.1,100,0
"blood-transfusion-service-center","knn",10,0.1,90,0.1
"breast-w","knn",10,0.1,100,0
"cardiotocography","knn",10,0.1,100,0
"climate-model-simulation-crashes","knn",10,0.1,100,0.03
"cmc","knn",10,0.1,100,0.07
"credit-g","knn",10,0.1,100,0.03
"diabetes","knn",10,0.1,100,0.04
"eucalyptus","knn",10,0.1,100,0.07
"iris","knn",10,0.1,100,0.02
"kc1","knn",10,0.1,100,0.06
"liver-disorders","knn",10,0.1,100,0.06
"mfeat-factors","knn",10,0.1,100,0
"mfeat-karhunen","knn",10,0.1,100,0
"mfeat-zernike","knn",10,0.1,100,0.01
"ozone-level-8hr","knn",10,0.1,100,0.02
"pc4","knn",10,0.1,100,0.04
"phoneme","knn",10,0.1,100,0.05
"qsar-biodeg","knn",10,0.1,100,0
"tic-tac-toe","knn",10,0.1,100,0.05
"vowel","knn",10,0.1,100,0
"waveform-5000","knn",10,0.1,100,0.01
"wdbc","knn",10,0.1,100,0
"wilt","knn",10,0.1,90,0.1
"analcatdata_authorship","bayesglm",10,0.1,100,0
"badges2","bayesglm",10,0.1,100,0.07
"banknote","bayesglm",10,0.1,100,0.02
"blood-transfusion-service-center","bayesglm",10,0.1,100,0.06
"breast-w","bayesglm",10,0.1,100,0
"cardiotocography","bayesglm",10,0.1,100,0
"climate-model-simulation-crashes","bayesglm",10,0.1,100,0.06
"cmc","bayesglm",10,0.1,100,0.05
"credit-g","bayesglm",10,0.1,100,0.04
"diabetes","bayesglm",10,0.1,100,0.03
"eucalyptus","bayesglm",10,0.1,100,0.05
"iris","bayesglm",10,0.1,100,0
"kc1","bayesglm",10,0.1,100,0.07
"liver-disorders","bayesglm",10,0.1,100,0.08
"mfeat-factors","bayesglm",10,0.1,100,0
"mfeat-karhunen","bayesglm",10,0.1,100,0.01
"mfeat-zernike","bayesglm",10,0.1,100,0
"ozone-level-8hr","bayesglm",10,0.1,100,0.07
"pc4","bayesglm",10,0.1,80,0.1
"phoneme","bayesglm",10,0.1,100,0.03
"qsar-biodeg","bayesglm",10,0.1,100,0.03
"tic-tac-toe","bayesglm",10,0.1,100,0.1
"vowel","bayesglm",10,0.1,100,0.07
"waveform-5000","bayesglm",10,0.1,100,0.02
"wdbc","bayesglm",10,0.1,100,0.03
"wilt","bayesglm",10,0.1,20,0.1
"analcatdata_authorship","C5.0",20,0.1,100,0.01
"badges2","C5.0",20,0.1,60,0.09
"banknote","C5.0",20,0.1,100,0.01
"blood-transfusion-service-center","C5.0",20,0.1,80,0.09
"breast-w","C5.0",20,0.1,100,0.01
"cardiotocography","C5.0",20,0.1,20,0.08
"climate-model-simulation-crashes","C5.0",20,0.1,100,0.07
"cmc","C5.0",20,0.1,70,0.1
"credit-g","C5.0",20,0.1,100,0.09
"diabetes","C5.0",20,0.1,100,0.08
"eucalyptus","C5.0",20,0.1,100,0.07
"iris","C5.0",20,0.1,100,0.08
"kc1","C5.0",20,0.1,50,0.1
"liver-disorders","C5.0",20,0.1,30,0.1
"mfeat-factors","C5.0",20,0.1,100,0
"mfeat-karhunen","C5.0",20,0.1,100,0.02
"mfeat-zernike","C5.0",20,0.1,100,0.01
"ozone-level-8hr","C5.0",20,0.1,100,0.03
"pc4","C5.0",20,0.1,50,0.09
"phoneme","C5.0",20,0.1,80,0.1
"qsar-biodeg","C5.0",20,0.1,90,0.1
"tic-tac-toe","C5.0",20,0.1,100,0.1
"vowel","C5.0",20,0.1,80,0.1
"waveform-5000","C5.0",20,0.1,100,0.05
"wdbc","C5.0",20,0.1,100,0.01
"wilt","C5.0",20,0.1,10,0.07
"analcatdata_authorship","ctree",20,0.1,100,0.03
"badges2","ctree",20,0.1,60,0.1
"banknote","ctree",20,0.1,100,0.08
"blood-transfusion-service-center","ctree",20,0.1,100,0.02
"breast-w","ctree",20,0.1,100,0.04
"cardiotocography","ctree",20,0.1,40,0.1
"climate-model-simulation-crashes","ctree",20,0.1,100,0.06
"cmc","ctree",20,0.1,70,0.1
"credit-g","ctree",20,0.1,100,0.09
"diabetes","ctree",20,0.1,90,0.1
"eucalyptus","ctree",20,0.1,100,0.1
"iris","ctree",20,0.1,100,0.08
"kc1","ctree",20,0.1,100,0.05
"liver-disorders","ctree",20,0.1,100,0.09
"mfeat-factors","ctree",20,0.1,100,0.04
"mfeat-karhunen","ctree",20,0.1,100,0.07
"mfeat-zernike","ctree",20,0.1,100,0.03
"ozone-level-8hr","ctree",20,0.1,60,0.1
"pc4","ctree",20,0.1,70,0.1
"phoneme","ctree",20,0.1,80,0.1
"qsar-biodeg","ctree",20,0.1,100,0.06
"tic-tac-toe","ctree",20,0.1,90,0.09
"vowel","ctree",20,0.1,80,0.1
"waveform-5000","ctree",20,0.1,100,0.05
"wdbc","ctree",20,0.1,100,0.04
"wilt","ctree",20,0.1,10,0.07
"analcatdata_authorship","fda",20,0.1,100,0
"badges2","fda",20,0.1,60,0.09
"banknote","fda",20,0.1,100,0.02
"blood-transfusion-service-center","fda",20,0.1,90,0.09
"breast-w","fda",20,0.1,100,0.01
"cardiotocography","fda",20,0.1,100,0.08
"climate-model-simulation-crashes","fda",20,0.1,100,0.08
"cmc","fda",20,0.1,60,0.1
"credit-g","fda",20,0.1,100,0.08
"diabetes","fda",20,0.1,100,0.1
"eucalyptus","fda",20,0.1,60,0.1
"iris","fda",20,0.1,100,0.04
"kc1","fda",20,0.1,50,0.1
"liver-disorders","fda",20,0.1,30,0.1
"mfeat-factors","fda",20,0.1,100,0.03
"mfeat-karhunen","fda",20,0.1,100,0.04
"mfeat-zernike","fda",20,0.1,100,0.05
"ozone-level-8hr","fda",20,0.1,80,0.09
"pc4","fda",20,0.1,50,0.09
"phoneme","fda",20,0.1,100,0.1
"qsar-biodeg","fda",20,0.1,100,0.06
"tic-tac-toe","fda",20,0.1,60,0.09
"vowel","fda",20,0.1,70,0.1
"waveform-5000","fda",20,0.1,100,0.05
"wdbc","fda",20,0.1,60,0.09
"wilt","fda",20,0.1,10,0.08
"analcatdata_authorship","gbm",20,0.1,100,0
"badges2","gbm",20,0.1,50,0.1
"banknote","gbm",20,0.1,100,0.01
"blood-transfusion-service-center","gbm",20,0.1,80,0.09
"breast-w","gbm",20,0.1,100,0.01
"cardiotocography","gbm",20,0.1,100,0
"climate-model-simulation-crashes","gbm",20,0.1,50,0.08
"cmc","gbm",20,0.1,80,0.1
"credit-g","gbm",20,0.1,100,0.08
"diabetes","gbm",20,0.1,100,0.1
"eucalyptus","gbm",20,0.1,100,0.09
"iris","gbm",20,0.1,100,0.07
"kc1","gbm",20,0.1,100,0.02
"liver-disorders","gbm",20,0.1,70,0.09
"mfeat-factors","gbm",20,0.1,100,0
"mfeat-karhunen","gbm",20,0.1,100,0.01
"mfeat-zernike","gbm",20,0.1,100,0.01
"ozone-level-8hr","gbm",20,0.1,100,0.06
"pc4","gbm",20,0.1,90,0.1
"phoneme","gbm",20,0.1,80,0.1
"qsar-biodeg","gbm",20,0.1,100,0.09
"tic-tac-toe","gbm",20,0.1,100,0.1
"vowel","gbm",20,0.1,80,0.09
"waveform-5000","gbm",20,0.1,100,0.05
"wdbc","gbm",20,0.1,100,0
"wilt","gbm",20,0.1,10,0.07
"analcatdata_authorship","gcvEarth",20,0.1,100,0
"badges2","gcvEarth",20,0.1,60,0.1
"banknote","gcvEarth",20,0.1,100,0
"blood-transfusion-service-center","gcvEarth",20,0.1,60,0.1
"breast-w","gcvEarth",20,0.1,100,0.01
"cardiotocography","gcvEarth",20,0.1,100,0
"climate-model-simulation-crashes","gcvEarth",20,0.1,50,0.1
"cmc","gcvEarth",20,0.1,50,0.09
"credit-g","gcvEarth",20,0.1,100,0.09
"diabetes","gcvEarth",20,0.1,100,0.09
"eucalyptus","gcvEarth",20,0.1,50,0.1
"iris","gcvEarth",20,0.1,100,0.09
"kc1","gcvEarth",20,0.1,20,0.1
"liver-disorders","gcvEarth",20,0.1,80,0.09
"mfeat-factors","gcvEarth",20,0.1,100,0.03
"mfeat-karhunen","gcvEarth",20,0.1,100,0.03
"mfeat-zernike","gcvEarth",20,0.1,100,0.03
"ozone-level-8hr","gcvEarth",20,0.1,80,0.1
"pc4","gcvEarth",20,0.1,50,0.09
"phoneme","gcvEarth",20,0.1,100,0.1
"qsar-biodeg","gcvEarth",20,0.1,100,0.06
"tic-tac-toe","gcvEarth",20,0.1,60,0.09
"vowel","gcvEarth",20,0.1,70,0.1
"waveform-5000","gcvEarth",20,0.1,100,0.04
"wdbc","gcvEarth",20,0.1,50,0.1
"wilt","gcvEarth",20,0.1,10,0.07
"analcatdata_authorship","JRip",20,0.1,100,0.02
"badges2","JRip",20,0.1,70,0.1
"banknote","JRip",20,0.1,100,0.06
"blood-transfusion-service-center","JRip",20,0.1,70,0.09
"breast-w","JRip",20,0.1,100,0
"cardiotocography","JRip",20,0.1,100,0.09
"climate-model-simulation-crashes","JRip",20,0.1,100,0.07
"cmc","JRip",20,0.1,60,0.08
"credit-g","JRip",20,0.1,100,0.1
"diabetes","JRip",20,0.1,100,0.08
"eucalyptus","JRip",20,0.1,100,0.1
"iris","JRip",20,0.1,100,0.07
"kc1","JRip",20,0.1,100,0.03
"liver-disorders","JRip",20,0.1,70,0.1
"mfeat-factors","JRip",20,0.1,100,0.01
"mfeat-karhunen","JRip",20,0.1,100,0.02
"mfeat-zernike","JRip",20,0.1,100,0.04
"ozone-level-8hr","JRip",20,0.1,100,0.05
"pc4","JRip",20,0.1,60,0.1
"phoneme","JRip",20,0.1,100,0.1
"qsar-biodeg","JRip",20,0.1,70,0.1
"tic-tac-toe","JRip",20,0.1,100,0.09
"vowel","JRip",20,0.1,60,0.1
"waveform-5000","JRip",20,0.1,100,0.06
"wdbc","JRip",20,0.1,100,0.02
"wilt","JRip",20,0.1,10,0.09
"analcatdata_authorship","lvq",20,0.1,100,0.01
"badges2","lvq",20,0.1,100,0.04
"banknote","lvq",20,0.1,100,0.07
"blood-transfusion-service-center","lvq",20,0.1,100,0
"breast-w","lvq",20,0.1,100,0
"cardiotocography","lvq",20,0.1,20,0.1
"climate-model-simulation-crashes","lvq",20,0.1,20,0
"cmc","lvq",20,0.1,100,0.09
"credit-g","lvq",20,0.1,20,0.05
"diabetes","lvq",20,0.1,100,0.1
"eucalyptus","lvq",20,0.1,100,0.03
"iris","lvq",20,0.1,90,0.07
"kc1","lvq",20,0.1,100,0.07
"liver-disorders","lvq",20,0.1,60,0.1
"mfeat-factors","lvq",20,0.1,100,0
"mfeat-karhunen","lvq",20,0.1,100,0
"mfeat-zernike","lvq",20,0.1,100,0
"ozone-level-8hr","lvq",20,0.1,100,0.09
"pc4","lvq",20,0.1,20,0.1
"phoneme","lvq",20,0.1,100,0.02
"qsar-biodeg","lvq",20,0.1,100,0.05
"tic-tac-toe","lvq",20,0.1,100,0.06
"vowel","lvq",20,0.1,100,0.07
"waveform-5000","lvq",20,0.1,100,0.03
"wdbc","lvq",20,0.1,50,0.09
"wilt","lvq",20,0.1,100,0
"analcatdata_authorship","mlpML",20,0.1,100,0
"badges2","mlpML",20,0.1,70,0.1
"banknote","mlpML",20,0.1,100,0.01
"blood-transfusion-service-center","mlpML",20,0.1,100,0
"breast-w","mlpML",20,0.1,100,0.02
"cardiotocography","mlpML",20,0.1,100,0
"climate-model-simulation-crashes","mlpML",20,0.1,80,0.07
"cmc","mlpML",20,0.1,100,0
"credit-g","mlpML",20,0.1,100,0
"diabetes","mlpML",20,0.1,100,0
"eucalyptus","mlpML",20,0.1,100,0
"iris","mlpML",20,0.1,100,0.08
"kc1","mlpML",20,0.1,100,0
"liver-disorders","mlpML",20,0.1,100,0
"mfeat-factors","mlpML",20,0.1,100,0
"mfeat-karhunen","mlpML",20,0.1,100,0.02
"mfeat-zernike","mlpML",20,0.1,100,0
"ozone-level-8hr","mlpML",20,0.1,100,0
"pc4","mlpML",20,0.1,100,0
"phoneme","mlpML",20,0.1,90,0.1
"qsar-biodeg","mlpML",20,0.1,100,0
"tic-tac-toe","mlpML",20,0.1,60,0.1
"vowel","mlpML",20,0.1,100,0.09
"waveform-5000","mlpML",20,0.1,100,0.02
"wdbc","mlpML",20,0.1,100,0
"wilt","mlpML",20,0.1,100,0
"analcatdata_authorship","multinom",20,0.1,100,0.01
"badges2","multinom",20,0.1,40,0.09
"banknote","multinom",20,0.1,100,0.05
"blood-transfusion-service-center","multinom",20,0.1,100,0.1
"breast-w","multinom",20,0.1,100,0.01
"cardiotocography","multinom",20,0.1,100,0.01
"climate-model-simulation-crashes","multinom",20,0.1,90,0.09
