dataset,method,noise_levels,instance_level,original_kappa_loss,train_noise_kappa_loss,kappa_loss_diff,original_accuracy,train_noise_accuracy,accuracy_diff
banknote,fda,0.2,0.3,0.007,0.007,0,0.996,0.996,0
banknote,fda,0.2,0.4,0.01,0.007,-0.003,0.995,0.996,0.001
banknote,fda,0.2,0.5,0.012,0.012,0,0.994,0.994,0
banknote,fda,0.2,0.6,0.012,0.016,0.004,0.994,0.992,-0.002
banknote,fda,0.2,0.7,0.013,0.018,0.005,0.993,0.991,-0.002
banknote,fda,0.2,0.75,0.016,0.018,0.002,0.992,0.991,-0.001
banknote,fda,0.2,0.8,0.018,0.019,0.001,0.991,0.991,0
banknote,fda,0.2,0.9,0.018,0.019,0.001,0.991,0.991,0
banknote,fda,0.2,1,0.022,0.022,0,0.989,0.989,0
banknote,fda,0.3,0.1,0.004,0.004,0,0.998,0.998,0
banknote,fda,0.3,0.2,0.012,0.01,-0.002,0.994,0.995,0.001
banknote,fda,0.3,0.25,0.012,0.015,0.003,0.994,0.993,-0.001
banknote,fda,0.3,0.3,0.015,0.015,0,0.993,0.993,0
banknote,fda,0.3,0.4,0.015,0.016,0.001,0.993,0.992,-0.001
banknote,fda,0.3,0.5,0.018,0.018,0,0.991,0.991,0
banknote,fda,0.3,0.6,0.019,0.018,-0.001,0.991,0.991,0
banknote,fda,0.3,0.7,0.021,0.022,0.001,0.99,0.989,-0.001
banknote,fda,0.3,0.75,0.022,0.024,0.002,0.989,0.988,-0.001
banknote,fda,0.3,0.8,0.025,0.025,0,0.988,0.988,0
banknote,fda,0.3,0.9,0.031,0.029,-0.002,0.985,0.985,0
banknote,fda,0.3,1,0.034,0.031,-0.003,0.983,0.985,0.002
banknote,gbm,0.1,0.1,0,0,0,1,1,0
banknote,gbm,0.1,0.2,0,0,0,1,1,0
banknote,gbm,0.1,0.25,0,0,0,1,1,0
banknote,gbm,0.1,0.3,0,0,0,1,1,0
banknote,gbm,0.1,0.4,0,0,0,1,1,0
banknote,gbm,0.1,0.5,0,0,0,1,1,0
banknote,gbm,0.1,0.6,0,0.001,0.001,1,0.999,-0.001
banknote,gbm,0.1,0.7,0.001,0.003,0.002,0.999,0.999,0
banknote,gbm,0.1,0.75,0.001,0.004,0.003,0.999,0.998,-0.001
banknote,gbm,0.1,0.8,0.001,0.004,0.003,0.999,0.998,-0.001
banknote,gbm,0.1,0.9,0.003,0.004,0.001,0.999,0.998,-0.001
banknote,gbm,0.1,1,0.003,0.004,0.001,0.999,0.998,-0.001
banknote,gbm,0.2,0.1,0.001,0.001,0,0.999,0.999,0
banknote,gbm,0.2,0.2,0.001,0.001,0,0.999,0.999,0
banknote,gbm,0.2,0.25,0.003,0.001,-0.002,0.999,0.999,0
banknote,gbm,0.2,0.3,0.003,0.001,-0.002,0.999,0.999,0
banknote,gbm,0.2,0.4,0.003,0.001,-0.002,0.999,0.999,0
banknote,gbm,0.2,0.5,0.004,0.003,-0.001,0.998,0.999,0.001
banknote,gbm,0.2,0.6,0.006,0.004,-0.002,0.997,0.998,0.001
banknote,gbm,0.2,0.7,0.009,0.006,-0.003,0.996,0.997,0.001
banknote,gbm,0.2,0.75,0.009,0.007,-0.002,0.996,0.996,0
banknote,gbm,0.2,0.8,0.01,0.009,-0.001,0.995,0.996,0.001
banknote,gbm,0.2,0.9,0.016,0.009,-0.007,0.992,0.996,0.004
banknote,gbm,0.2,1,0.021,0.009,-0.012,0.99,0.996,0.006
banknote,gbm,0.3,0.1,0.003,0.001,-0.002,0.999,0.999,0
banknote,gbm,0.3,0.2,0.006,0.004,-0.002,0.997,0.998,0.001
banknote,gbm,0.3,0.25,0.006,0.004,-0.002,0.997,0.998,0.001
banknote,gbm,0.3,0.3,0.009,0.006,-0.003,0.996,0.997,0.001
banknote,gbm,0.3,0.4,0.012,0.009,-0.003,0.994,0.996,0.002
banknote,gbm,0.3,0.5,0.015,0.009,-0.006,0.993,0.996,0.003
banknote,gbm,0.3,0.6,0.019,0.01,-0.009,0.991,0.995,0.004
banknote,gbm,0.3,0.7,0.028,0.01,-0.018,0.986,0.995,0.009
banknote,gbm,0.3,0.75,0.028,0.013,-0.015,0.986,0.993,0.007
banknote,gbm,0.3,0.8,0.033,0.016,-0.017,0.984,0.992,0.008
banknote,gbm,0.3,0.9,0.04,0.018,-0.022,0.98,0.991,0.011
banknote,gbm,0.3,1,0.046,0.021,-0.025,0.977,0.99,0.013
banknote,gcvEarth,0.1,0.1,0,0,0,1,1,0
banknote,gcvEarth,0.1,0.2,0,0,0,1,1,0
banknote,gcvEarth,0.1,0.25,0,0,0,1,1,0
banknote,gcvEarth,0.1,0.3,0,0,0,1,1,0
banknote,gcvEarth,0.1,0.4,0,0,0,1,1,0
banknote,gcvEarth,0.1,0.5,0,0,0,1,1,0
banknote,gcvEarth,0.1,0.6,0,0,0,1,1,0
banknote,gcvEarth,0.1,0.7,0,0,0,1,1,0
banknote,gcvEarth,0.1,0.75,0,0,0,1,1,0
banknote,gcvEarth,0.1,0.8,0,0,0,1,1,0
banknote,gcvEarth,0.1,0.9,0,0,0,1,1,0
banknote,gcvEarth,0.1,1,0,0,0,1,1,0
banknote,gcvEarth,0.2,0.1,0,0,0,1,1,0
banknote,gcvEarth,0.2,0.2,0,0,0,1,1,0
banknote,gcvEarth,0.2,0.25,0,0,0,1,1,0
banknote,gcvEarth,0.2,0.3,0,0.001,0.001,1,0.999,-0.001
banknote,gcvEarth,0.2,0.4,0.004,0.004,0,0.998,0.998,0
banknote,gcvEarth,0.2,0.5,0.006,0.007,0.001,0.997,0.996,-0.001
banknote,gcvEarth,0.2,0.6,0.006,0.01,0.004,0.997,0.995,-0.002
banknote,gcvEarth,0.2,0.7,0.009,0.01,0.001,0.996,0.995,-0.001
banknote,gcvEarth,0.2,0.75,0.009,0.013,0.004,0.996,0.993,-0.003
banknote,gcvEarth,0.2,0.8,0.009,0.013,0.004,0.996,0.993,-0.003
banknote,gcvEarth,0.2,0.9,0.012,0.013,0.001,0.994,0.993,-0.001
banknote,gcvEarth,0.2,1,0.013,0.016,0.003,0.993,0.992,-0.001
banknote,gcvEarth,0.3,0.1,0.004,0,-0.004,0.998,1,0.002
banknote,gcvEarth,0.3,0.2,0.006,0.001,-0.005,0.997,0.999,0.002
banknote,gcvEarth,0.3,0.25,0.006,0.003,-0.003,0.997,0.999,0.002
banknote,gcvEarth,0.3,0.3,0.006,0.004,-0.002,0.997,0.998,0.001
banknote,gcvEarth,0.3,0.4,0.01,0.007,-0.003,0.995,0.996,0.001
banknote,gcvEarth,0.3,0.5,0.01,0.009,-0.001,0.995,0.996,0.001
banknote,gcvEarth,0.3,0.6,0.01,0.012,0.002,0.995,0.994,-0.001
banknote,gcvEarth,0.3,0.7,0.01,0.012,0.002,0.995,0.994,-0.001
banknote,gcvEarth,0.3,0.75,0.013,0.012,-0.001,0.993,0.994,0.001
banknote,gcvEarth,0.3,0.8,0.013,0.013,0,0.993,0.993,0
banknote,gcvEarth,0.3,0.9,0.016,0.015,-0.001,0.992,0.993,0.001
banknote,gcvEarth,0.3,1,0.018,0.015,-0.003,0.991,0.993,0.002
banknote,knn,0.1,0.1,0,0,0,1,1,0
banknote,knn,0.1,0.2,0,0,0,1,1,0
banknote,knn,0.1,0.25,0,0,0,1,1,0
banknote,knn,0.1,0.3,0,0,0,1,1,0
banknote,knn,0.1,0.4,0,0,0,1,1,0
banknote,knn,0.1,0.5,0.001,0,-0.001,0.999,1,0.001
banknote,knn,0.1,0.6,0.001,0,-0.001,0.999,1,0.001
banknote,knn,0.1,0.7,0.001,0,-0.001,0.999,1,0.001
banknote,knn,0.1,0.75,0.001,0,-0.001,0.999,1,0.001
banknote,knn,0.1,0.8,0.001,0,-0.001,0.999,1,0.001
banknote,knn,0.1,0.9,0.001,0,-0.001,0.999,1,0.001
banknote,knn,0.1,1,0.001,0,-0.001,0.999,1,0.001
banknote,knn,0.2,0.1,0.001,0,-0.001,0.999,1,0.001
banknote,knn,0.2,0.2,0.001,0,-0.001,0.999,1,0.001
banknote,knn,0.2,0.25,0.001,0,-0.001,0.999,1,0.001
banknote,knn,0.2,0.3,0.003,0,-0.003,0.999,1,0.001
banknote,knn,0.2,0.4,0.004,0,-0.004,0.998,1,0.002
banknote,knn,0.2,0.5,0.004,0,-0.004,0.998,1,0.002
banknote,knn,0.2,0.6,0.003,0,-0.003,0.999,1,0.001
banknote,knn,0.2,0.7,0.003,0.001,-0.002,0.999,0.999,0
banknote,knn,0.2,0.75,0.003,0.001,-0.002,0.999,0.999,0
banknote,knn,0.2,0.8,0.003,0.001,-0.002,0.999,0.999,0
banknote,knn,0.2,0.9,0.006,0.003,-0.003,0.997,0.999,0.002
banknote,knn,0.2,1,0.009,0.003,-0.006,0.996,0.999,0.003
banknote,knn,0.3,0.1,0.004,0,-0.004,0.998,1,0.002
banknote,knn,0.3,0.2,0.007,0.003,-0.004,0.996,0.999,0.003
banknote,knn,0.3,0.25,0.007,0.003,-0.004,0.996,0.999,0.003
banknote,knn,0.3,0.3,0.007,0.003,-0.004,0.996,0.999,0.003
banknote,knn,0.3,0.4,0.009,0.003,-0.006,0.996,0.999,0.003
banknote,knn,0.3,0.5,0.01,0.003,-0.007,0.995,0.999,0.004
banknote,knn,0.3,0.6,0.013,0.003,-0.01,0.993,0.999,0.006
banknote,knn,0.3,0.7,0.013,0.006,-0.007,0.993,0.997,0.004
banknote,knn,0.3,0.75,0.013,0.006,-0.007,0.993,0.997,0.004
banknote,knn,0.3,0.8,0.013,0.006,-0.007,0.993,0.997,0.004
banknote,knn,0.3,0.9,0.015,0.007,-0.008,0.993,0.996,0.003
banknote,knn,0.3,1,0.015,0.009,-0.006,0.993,0.996,0.003
banknote,lvq,0.1,0.1,0.002,0.001,-0.001,0.999,0.999,0
banknote,lvq,0.1,0.2,0.005,0.003,-0.002,0.998,0.999,0.001
banknote,lvq,0.1,0.25,0.005,0.001,-0.004,0.998,0.999,0.001
banknote,lvq,0.1,0.3,0.005,0.001,-0.004,0.998,0.999,0.001
banknote,lvq,0.1,0.4,0.013,0.007,-0.006,0.994,0.996,0.002
banknote,lvq,0.1,0.5,0.017,0.006,-0.011,0.992,0.997,0.005
banknote,lvq,0.1,0.6,0.02,0.007,-0.013,0.991,0.996,0.005
banknote,lvq,0.1,0.7,0.02,0.009,-0.011,0.991,0.996,0.005
banknote,lvq,0.1,0.75,0.025,0.012,-0.013,0.988,0.994,0.006
banknote,lvq,0.1,0.8,0.025,0.01,-0.015,0.988,0.995,0.007
banknote,lvq,0.1,0.9,0.025,0.013,-0.012,0.988,0.993,0.005
banknote,lvq,0.1,1,0.029,0.015,-0.014,0.987,0.993,0.006
banknote,lvq,0.2,0.1,0.003,0.002,-0.001,0.999,0.999,0
banknote,lvq,0.2,0.2,0.005,0.008,0.003,0.998,0.996,-0.002
banknote,lvq,0.2,0.25,0.005,0.009,0.004,0.998,0.996,-0.002
banknote,lvq,0.2,0.3,0.006,0.011,0.005,0.997,0.995,-0.002
banknote,lvq,0.2,0.4,0.017,0.017,0,0.992,0.992,0
banknote,lvq,0.2,0.5,0.022,0.019,-0.003,0.99,0.991,0.001
banknote,lvq,0.2,0.6,0.022,0.022,0,0.99,0.99,0
banknote,lvq,0.2,0.7,0.025,0.025,0,0.988,0.988,0
banknote,lvq,0.2,0.75,0.029,0.025,-0.004,0.986,0.988,0.002
banknote,lvq,0.2,0.8,0.031,0.027,-0.004,0.985,0.988,0.003
banknote,lvq,0.2,0.9,0.032,0.03,-0.002,0.985,0.986,0.001
banknote,lvq,0.2,1,0.032,0.03,-0.002,0.985,0.986,0.001
banknote,lvq,0.3,0.1,0.002,0.006,0.004,0.999,0.997,-0.002
banknote,lvq,0.3,0.2,0.009,0.012,0.003,0.996,0.994,-0.002
banknote,lvq,0.3,0.25,0.011,0.013,0.002,0.995,0.993,-0.002
banknote,lvq,0.3,0.3,0.011,0.015,0.004,0.995,0.993,-0.002
banknote,lvq,0.3,0.4,0.022,0.02,-0.002,0.99,0.99,0
banknote,lvq,0.3,0.5,0.031,0.026,-0.005,0.985,0.987,0.002
banknote,lvq,0.3,0.6,0.039,0.031,-0.008,0.982,0.985,0.003
banknote,lvq,0.3,0.7,0.048,0.035,-0.013,0.977,0.982,0.005
banknote,lvq,0.3,0.75,0.054,0.037,-0.017,0.974,0.982,0.008
banknote,lvq,0.3,0.8,0.056,0.04,-0.016,0.974,0.98,0.006
banknote,lvq,0.3,0.9,0.057,0.046,-0.011,0.973,0.977,0.004
banknote,lvq,0.3,1,0.061,0.053,-0.008,0.972,0.974,0.002
banknote,mlpML,0.1,0.1,0,0,0,1,1,0
banknote,mlpML,0.1,0.2,0.001,0,-0.001,0.999,1,0.001
banknote,mlpML,0.1,0.25,0.001,0,-0.001,0.999,1,0.001
banknote,mlpML,0.1,0.3,0.001,0,-0.001,0.999,1,0.001
banknote,mlpML,0.1,0.4,0.001,0,-0.001,0.999,1,0.001
banknote,mlpML,0.1,0.5,0.003,0,-0.003,0.999,1,0.001
banknote,mlpML,0.1,0.6,0.003,0,-0.003,0.999,1,0.001
banknote,mlpML,0.1,0.7,0.003,0,-0.003,0.999,1,0.001
banknote,mlpML,0.1,0.75,0.003,0,-0.003,0.999,1,0.001
banknote,mlpML,0.1,0.8,0.003,0,-0.003,0.999,1,0.001
banknote,mlpML,0.1,0.9,0.003,0,-0.003,0.999,1,0.001
banknote,mlpML,0.1,1,0.003,0,-0.003,0.999,1,0.001
banknote,mlpML,0.2,0.1,0.004,0.001,-0.003,0.998,0.999,0.001
banknote,mlpML,0.2,0.2,0.006,0.001,-0.005,0.997,0.999,0.002
banknote,mlpML,0.2,0.25,0.006,0.003,-0.003,0.997,0.999,0.002
banknote,mlpML,0.2,0.3,0.006,0.004,-0.002,0.997,0.998,0.001
banknote,mlpML,0.2,0.4,0.009,0.006,-0.003,0.996,0.997,0.001
banknote,mlpML,0.2,0.5,0.009,0.007,-0.002,0.996,0.996,0
banknote,mlpML,0.2,0.6,0.009,0.01,0.001,0.996,0.995,-0.001
banknote,mlpML,0.2,0.7,0.01,0.01,0,0.995,0.995,0
banknote,mlpML,0.2,0.75,0.012,0.01,-0.002,0.994,0.995,0.001
banknote,mlpML,0.2,0.8,0.012,0.012,0,0.994,0.994,0
banknote,mlpML,0.2,0.9,0.013,0.013,0,0.993,0.993,0
banknote,mlpML,0.2,1,0.016,0.016,0,0.992,0.992,0
banknote,mlpML,0.3,0.1,0.003,0.003,0,0.999,0.999,0
banknote,mlpML,0.3,0.2,0.006,0.006,0,0.997,0.997,0
banknote,mlpML,0.3,0.25,0.007,0.006,-0.001,0.996,0.997,0.001
banknote,mlpML,0.3,0.3,0.007,0.006,-0.001,0.996,0.997,0.001
banknote,mlpML,0.3,0.4,0.012,0.006,-0.006,0.994,0.997,0.003
banknote,mlpML,0.3,0.5,0.018,0.009,-0.009,0.991,0.996,0.005
banknote,mlpML,0.3,0.6,0.019,0.012,-0.007,0.991,0.994,0.003
banknote,mlpML,0.3,0.7,0.022,0.013,-0.009,0.989,0.993,0.004
banknote,mlpML,0.3,0.75,0.024,0.013,-0.011,0.988,0.993,0.005
banknote,mlpML,0.3,0.8,0.028,0.015,-0.013,0.986,0.993,0.007
banknote,mlpML,0.3,0.9,0.028,0.019,-0.009,0.986,0.991,0.005
banknote,mlpML,0.3,1,0.03,0.022,-0.008,0.985,0.989,0.004
banknote,multinom,0.1,0.1,0.004,0,-0.004,0.998,1,0.002
banknote,multinom,0.1,0.2,0.004,0.003,-0.001,0.998,0.999,0.001
banknote,multinom,0.1,0.25,0.004,0.004,0,0.998,0.998,0
banknote,multinom,0.1,0.3,0.006,0.004,-0.002,0.997,0.998,0.001
banknote,multinom,0.1,0.4,0.007,0.006,-0.001,0.996,0.997,0.001
banknote,multinom,0.1,0.5,0.009,0.006,-0.003,0.996,0.997,0.001
banknote,multinom,0.1,0.6,0.01,0.007,-0.003,0.995,0.996,0.001
banknote,multinom,0.1,0.7,0.01,0.009,-0.001,0.995,0.996,0.001
banknote,multinom,0.1,0.75,0.01,0.01,0,0.995,0.995,0
banknote,multinom,0.1,0.8,0.01,0.01,0,0.995,0.995,0
banknote,multinom,0.1,0.9,0.015,0.013,-0.002,0.993,0.993,0
banknote,multinom,0.1,1,0.015,0.013,-0.002,0.993,0.993,0
banknote,multinom,0.2,0.1,0.004,0,-0.004,0.998,1,0.002
banknote,multinom,0.2,0.2,0.006,0.004,-0.002,0.997,0.998,0.001
banknote,multinom,0.2,0.25,0.006,0.007,0.001,0.997,0.996,-0.001
banknote,multinom,0.2,0.3,0.006,0.007,0.001,0.997,0.996,-0.001
banknote,multinom,0.2,0.4,0.015,0.016,0.001,0.993,0.992,-0.001
banknote,multinom,0.2,0.5,0.018,0.016,-0.002,0.991,0.992,0.001
banknote,multinom,0.2,0.6,0.019,0.018,-0.001,0.991,0.991,0
banknote,multinom,0.2,0.7,0.019,0.019,0,0.991,0.991,0
banknote,multinom,0.2,0.75,0.022,0.019,-0.003,0.989,0.991,0.002
banknote,multinom,0.2,0.8,0.025,0.021,-0.004,0.988,0.99,0.002
banknote,multinom,0.2,0.9,0.032,0.024,-0.008,0.984,0.988,0.004
banknote,multinom,0.2,1,0.034,0.024,-0.01,0.983,0.988,0.005
banknote,multinom,0.3,0.1,0.007,0.006,-0.001,0.996,0.997,0.001
banknote,multinom,0.3,0.2,0.012,0.012,0,0.994,0.994,0
banknote,multinom,0.3,0.25,0.015,0.013,-0.002,0.993,0.993,0
banknote,multinom,0.3,0.3,0.019,0.015,-0.004,0.991,0.993,0.002
banknote,multinom,0.3,0.4,0.025,0.019,-0.006,0.988,0.991,0.003
banknote,multinom,0.3,0.5,0.034,0.022,-0.012,0.983,0.989,0.006
banknote,multinom,0.3,0.6,0.041,0.024,-0.017,0.98,0.988,0.008
banknote,multinom,0.3,0.7,0.044,0.028,-0.016,0.978,0.986,0.008
banknote,multinom,0.3,0.75,0.047,0.029,-0.018,0.977,0.985,0.008
banknote,multinom,0.3,0.8,0.052,0.031,-0.021,0.974,0.985,0.011
banknote,multinom,0.3,0.9,0.065,0.035,-0.03,0.968,0.983,0.015
banknote,multinom,0.3,1,0.073,0.038,-0.035,0.964,0.981,0.017
banknote,naive_bayes,0.1,0.1,0.001,0.001,0,0.999,0.999,0
banknote,naive_bayes,0.1,0.2,0.004,0.01,0.006,0.998,0.995,-0.003
banknote,naive_bayes,0.1,0.25,0.006,0.015,0.009,0.997,0.993,-0.004
banknote,naive_bayes,0.1,0.3,0.007,0.016,0.009,0.996,0.992,-0.004
banknote,naive_bayes,0.1,0.4,0.012,0.019,0.007,0.994,0.991,-0.003
banknote,naive_bayes,0.1,0.5,0.018,0.024,0.006,0.991,0.988,-0.003
banknote,naive_bayes,0.1,0.6,0.021,0.024,0.003,0.99,0.988,-0.002
banknote,naive_bayes,0.1,0.7,0.027,0.027,0,0.987,0.987,0
banknote,naive_bayes,0.1,0.75,0.03,0.028,-0.002,0.985,0.986,0.001
banknote,naive_bayes,0.1,0.8,0.033,0.033,0,0.984,0.984,0
banknote,naive_bayes,0.1,0.9,0.036,0.042,0.006,0.983,0.98,-0.003
banknote,naive_bayes,0.1,1,0.045,0.048,0.003,0.978,0.977,-0.001
banknote,naive_bayes,0.2,0.1,0.006,0.01,0.004,0.997,0.995,-0.002
banknote,naive_bayes,0.2,0.2,0.015,0.022,0.007,0.993,0.989,-0.004
banknote,naive_bayes,0.2,0.25,0.016,0.025,0.009,0.992,0.988,-0.004
banknote,naive_bayes,0.2,0.3,0.019,0.027,0.008,0.991,0.987,-0.004
banknote,naive_bayes,0.2,0.4,0.025,0.034,0.009,0.988,0.983,-0.005
banknote,naive_bayes,0.2,0.5,0.036,0.04,0.004,0.983,0.98,-0.003
banknote,naive_bayes,0.2,0.6,0.052,0.049,-0.003,0.974,0.976,0.002
banknote,naive_bayes,0.2,0.7,0.067,0.055,-0.012,0.967,0.973,0.006
banknote,naive_bayes,0.2,0.75,0.07,0.06,-0.01,0.966,0.971,0.005
banknote,naive_bayes,0.2,0.8,0.074,0.064,-0.01,0.964,0.969,0.005
banknote,naive_bayes,0.2,0.9,0.079,0.076,-0.003,0.961,0.963,0.002
banknote,naive_bayes,0.2,1,0.091,0.084,-0.007,0.956,0.959,0.003
banknote,naive_bayes,0.3,0.1,0.006,0.01,0.004,0.997,0.995,-0.002
banknote,naive_bayes,0.3,0.2,0.012,0.025,0.013,0.994,0.988,-0.006
banknote,naive_bayes,0.3,0.25,0.016,0.028,0.012,0.992,0.986,-0.006
banknote,naive_bayes,0.3,0.3,0.019,0.03,0.011,0.991,0.985,-0.006
banknote,naive_bayes,0.3,0.4,0.025,0.036,0.011,0.988,0.983,-0.005
banknote,naive_bayes,0.3,0.5,0.036,0.045,0.009,0.983,0.978,-0.005
banknote,naive_bayes,0.3,0.6,0.045,0.054,0.009,0.978,0.974,-0.004
banknote,naive_bayes,0.3,0.7,0.052,0.063,0.011,0.974,0.969,-0.005
banknote,naive_bayes,0.3,0.75,0.057,0.07,0.013,0.972,0.966,-0.006
banknote,naive_bayes,0.3,0.8,0.064,0.079,0.015,0.969,0.961,-0.008
banknote,naive_bayes,0.3,0.9,0.072,0.088,0.016,0.965,0.957,-0.008
banknote,naive_bayes,0.3,1,0.088,0.091,0.003,0.957,0.956,-0.001
banknote,rbfDDA,0.1,0.1,0.001,0,-0.001,0.999,1,0.001
banknote,rbfDDA,0.1,0.2,0.001,0,-0.001,0.999,1,0.001
banknote,rbfDDA,0.1,0.25,0.001,0,-0.001,0.999,1,0.001
banknote,rbfDDA,0.1,0.3,0.001,0,-0.001,0.999,1,0.001
banknote,rbfDDA,0.1,0.4,0.001,0,-0.001,0.999,1,0.001
banknote,rbfDDA,0.1,0.5,0.001,0.001,0,0.999,0.999,0
banknote,rbfDDA,0.1,0.6,0.001,0.001,0,0.999,0.999,0
banknote,rbfDDA,0.1,0.7,0.001,0.001,0,0.999,0.999,0
banknote,rbfDDA,0.1,0.75,0.001,0.001,0,0.999,0.999,0
banknote,rbfDDA,0.1,0.8,0.001,0.001,0,0.999,0.999,0
banknote,rbfDDA,0.1,0.9,0.001,0.001,0,0.999,0.999,0
banknote,rbfDDA,0.1,1,0.001,0.001,0,0.999,0.999,0
banknote,rbfDDA,0.2,0.1,0.004,0.001,-0.003,0.998,0.999,0.001
banknote,rbfDDA,0.2,0.2,0.006,0.006,0,0.997,0.997,0
banknote,rbfDDA,0.2,0.25,0.007,0.006,-0.001,0.996,0.997,0.001
banknote,rbfDDA,0.2,0.3,0.007,0.006,-0.001,0.996,0.997,0.001
banknote,rbfDDA,0.2,0.4,0.009,0.006,-0.003,0.996,0.997,0.001
banknote,rbfDDA,0.2,0.5,0.012,0.015,0.003,0.994,0.993,-0.001
banknote,rbfDDA,0.2,0.6,0.012,0.015,0.003,0.994,0.993,-0.001
banknote,rbfDDA,0.2,0.7,0.013,0.015,0.002,0.993,0.993,0
banknote,rbfDDA,0.2,0.75,0.013,0.015,0.002,0.993,0.993,0
banknote,rbfDDA,0.2,0.8,0.013,0.018,0.005,0.993,0.991,-0.002
banknote,rbfDDA,0.2,0.9,0.016,0.018,0.002,0.992,0.991,-0.001
banknote,rbfDDA,0.2,1,0.019,0.018,-0.001,0.991,0.991,0
banknote,rbfDDA,0.3,0.1,0.004,0.001,-0.003,0.998,0.999,0.001
banknote,rbfDDA,0.3,0.2,0.007,0.003,-0.004,0.996,0.999,0.003
banknote,rbfDDA,0.3,0.25,0.009,0.003,-0.006,0.996,0.999,0.003
banknote,rbfDDA,0.3,0.3,0.012,0.004,-0.008,0.994,0.998,0.004
banknote,rbfDDA,0.3,0.4,0.013,0.004,-0.009,0.993,0.998,0.005
banknote,rbfDDA,0.3,0.5,0.019,0.009,-0.01,0.991,0.996,0.005
banknote,rbfDDA,0.3,0.6,0.022,0.01,-0.012,0.989,0.995,0.006
banknote,rbfDDA,0.3,0.7,0.025,0.013,-0.012,0.988,0.993,0.005
banknote,rbfDDA,0.3,0.75,0.028,0.013,-0.015,0.986,0.993,0.007
banknote,rbfDDA,0.3,0.8,0.031,0.015,-0.016,0.985,0.993,0.008
banknote,rbfDDA,0.3,0.9,0.039,0.022,-0.017,0.981,0.989,0.008
banknote,rbfDDA,0.3,1,0.04,0.024,-0.016,0.98,0.988,0.008
banknote,rda,0.1,0.1,0,0,0,1,1,0
banknote,rda,0.1,0.2,0.001,0.001,0,0.999,0.999,0
banknote,rda,0.1,0.25,0.001,0.001,0,0.999,0.999,0
banknote,rda,0.1,0.3,0.003,0.001,-0.002,0.999,0.999,0
banknote,rda,0.1,0.4,0.004,0.001,-0.003,0.998,0.999,0.001
banknote,rda,0.1,0.5,0.006,0.004,-0.002,0.997,0.998,0.001
banknote,rda,0.1,0.6,0.006,0.007,0.001,0.997,0.996,-0.001
banknote,rda,0.1,0.7,0.007,0.007,0,0.996,0.996,0
banknote,rda,0.1,0.75,0.007,0.007,0,0.996,0.996,0
banknote,rda,0.1,0.8,0.009,0.007,-0.002,0.996,0.996,0
banknote,rda,0.1,0.9,0.009,0.007,-0.002,0.996,0.996,0
banknote,rda,0.1,1,0.009,0.009,0,0.996,0.996,0
banknote,rda,0.2,0.1,0.001,0.001,0,0.999,0.999,0
banknote,rda,0.2,0.2,0.004,0.001,-0.003,0.998,0.999,0.001
banknote,rda,0.2,0.25,0.006,0.001,-0.005,0.997,0.999,0.002
banknote,rda,0.2,0.3,0.007,0.001,-0.006,0.996,0.999,0.003
banknote,rda,0.2,0.4,0.007,0.001,-0.006,0.996,0.999,0.003
banknote,rda,0.2,0.5,0.007,0.001,-0.006,0.996,0.999,0.003
banknote,rda,0.2,0.6,0.009,0.001,-0.008,0.996,0.999,0.003
banknote,rda,0.2,0.7,0.009,0.003,-0.006,0.996,0.999,0.003
banknote,rda,0.2,0.75,0.009,0.006,-0.003,0.996,0.997,0.001
banknote,rda,0.2,0.8,0.009,0.006,-0.003,0.996,0.997,0.001
banknote,rda,0.2,0.9,0.01,0.007,-0.003,0.995,0.996,0.001
banknote,rda,0.2,1,0.012,0.009,-0.003,0.994,0.996,0.002
banknote,rda,0.3,0.1,0.003,0.001,-0.002,0.999,0.999,0
banknote,rda,0.3,0.2,0.006,0.006,0,0.997,0.997,0
banknote,rda,0.3,0.25,0.006,0.01,0.004,0.997,0.995,-0.002
banknote,rda,0.3,0.3,0.009,0.012,0.003,0.996,0.994,-0.002
banknote,rda,0.3,0.4,0.012,0.012,0,0.994,0.994,0
banknote,rda,0.3,0.5,0.015,0.016,0.001,0.993,0.992,-0.001
banknote,rda,0.3,0.6,0.016,0.021,0.005,0.992,0.99,-0.002
banknote,rda,0.3,0.7,0.022,0.025,0.003,0.989,0.988,-0.001
banknote,rda,0.3,0.75,0.026,0.026,0,0.987,0.987,0
banknote,rda,0.3,0.8,0.026,0.026,0,0.987,0.987,0
banknote,rda,0.3,0.9,0.028,0.028,0,0.986,0.986,0
banknote,rda,0.3,1,0.034,0.032,-0.002,0.983,0.984,0.001
banknote,rf,0.1,0.1,0,0,0,1,1,0
banknote,rf,0.1,0.2,0.004,0.001,-0.003,0.998,0.999,0.001
banknote,rf,0.1,0.25,0.004,0.001,-0.003,0.998,0.999,0.001
banknote,rf,0.1,0.3,0.004,0.001,-0.003,0.998,0.999,0.001
banknote,rf,0.1,0.4,0.006,0.003,-0.003,0.997,0.999,0.002
banknote,rf,0.1,0.5,0.006,0.003,-0.003,0.997,0.999,0.002
banknote,rf,0.1,0.6,0.009,0.003,-0.006,0.996,0.999,0.003
banknote,rf,0.1,0.7,0.012,0.003,-0.009,0.994,0.999,0.005
banknote,rf,0.1,0.75,0.012,0.003,-0.009,0.994,0.999,0.005
